0;Province;City;Place;Rating;Jumlah Rating;Type;Address;Description;Harga;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;"""Sicike-cike"" Nature Park";4.2;38;Alam;M92J+R66, Sitinjo, Dairi Regency, North Sumatra 22219;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Mount Sibuatan;4.3;349;Alam;Kabupaten Karo dengan Kabupaten Dairi ;Mount in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Air terjun Lae Pendaroh;4.0;23;Alam;P9MJ+WP9, Unnamed Road, Sitinjo I, Kec. Sitinjo, Kabupaten Dairi, Sumatera Utara 22281;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Maha Vihara Maitreya;4.7;3675;Religi;Komplek Perumahan Cemara Asri No. 8, Jl. Cemara Asri Boulevard Raya No.Utara, Medan Estate, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371;Maha Vihara Maitreya is a Buddhist temple in Medan, North Sumatra, claimed to be the largest modern Buddhist temple in Indonesia. It is often called Vihara Cemara Asri because it is located in the housing complex of Cemara Asri. The temple was built in 1991 on an area of 4.5 hectares and was inaugurated on August 21, 2008.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Kualanamu International Airport, Medan;4.7;4139;Sejarah;JVPH+5JM, Jl. Bandara Kuala Namu, Beringin, Kec. Beringin, Kabupaten Deli Serdang, Sumatera Utara 20553;Airport in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Air Terjun Sikulikap;4.5;2522;Alam;6GWM+5HH, Desa Doulu Kabupaten Tanah Berastagi, Martelu, Kec. Sibolangit, Kabupaten Karo, Sumatera Utara 20357;A short hiking trail leads to this powerful cascade set among dense forest home to birds & gibbons.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Hairos Water Park;4.4;4572;Alam;Water park in North Sumatra;Whimsical water park featuring a lazy tubing river, serpentine slides, big pools & a splash pad.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;MASJID AL MUSANNIF;4.8;2975;Religi;JMHV+QWV, Jl. Cemara Perumahan Cemara Asri, Sampali, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371;Mosque in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Central Park Zoo & Resort;4.5;2150;Alam; 20, Jl. Jamin Ginting No.Km, RW.4, Sugau, Kec. Pancur Batu, Kabupaten Deli Serdang, Sumatera Utara 20353;Big cats, water play & aerial rides;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Hillpark Sibolangit;4.3;2957;Alam;Jl. Jamin Ginting, Sikeben, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20157;Amusement park featuring many rides, play areas & live entertainment in a Camelot-themed setting.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Penatapan Doulu;4.5;1570;Alam;Jalan Jamin Ginting KM 55, Doulu, Berastagi, Martelu, Sibolangit, Martelu, Kec. Sibolangit, Kabupaten Karo, Sumatera Utara 22152;National reserve in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Merci;4.3;2913;Alam; komp.Medan Resort City, Jl. Perjuangan, Deli Tua, Kec. Namorambe, Kabupaten Deli Serdang, Sumatera Utara 20143;Pools, flumes & rubber ring rides down a lazy river, plus fast food outlets with outdoor seating.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;The Le Hu Garden;4.2;3644;Alam;Jl. Pendidikan, Deli Tua Bar., Kec. Deli Tua, Kabupaten Deli Serdang, Sumatera Utara 20355;Picturesque garden center offering lush greenery & a colorful array of flowers, plus a cafe.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Bunga;4.5;934;Alam;Limau Manis, Tanjung Morawa, Deli Serdang Regency, North Sumatra 20362;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Club House Citra Land Gama City;4.5;756;Alam;Jl. Boulevard Raya No.Kel, Medan Estate, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371;Public swimming pool, clubhouse & café;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Taman Bunga Madirsan;4.5;792;Alam;Desa, Bangun Sari, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362;Flower market in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Tugu Timbangan;4.3;1528;Sejarah;Jl. Galang No.2, Tj. Garbus Satu, Kec. Lubuk Pakam, Kabupaten Deli Serdang, Sumatera Utara 20551;Tourist attraction in the Lubuk Pakam, North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Posko Air Terjun Satu Hati (Tibrena);4.4;771;Alam;7H82+44F, Unnamed Road, Martelu, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Sawah Pematang Johar;4.3;1153;Alam;Jl. Johar Raya Gg. Tanah Wakaf Dusun VI, Pematang Johar, Kec. Labuhan Deli, Kabupaten Deli Serdang, Sumatera Utara 20373;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Taman Buah Lubuk Pakam;4.5;512;Alam;GVWC+24W, Sumbul, Sinembah Tanjung Muda Hilir, Deli Serdang Regency, North Sumatra 20358;City park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Taman Wisata Alam Sibolangit;4.5;417;Alam;8HHJ+W7C, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Paths wind through this educational, tree-filled nature preserve featuring various animals.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Cave And Hot Springs Goa Ergendang Deli serdang Sumatra utara Indonesia;4.3;901;Alam;Penungkiren, Sinembah Tanjung Muda Hilir, Deli Serdang Regency, North Sumatra 20363;Tourist Attraction;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Magic Eye 3D Art Museum;4.4;653;Sejarah;Komplek HUB Commercial Bizpark, Jalan Arteri Kualanamu No.9, Tumpatan Nibung, Batang Kuis, Tumpatan Nibung, Kec. Batang Kuis, Kabupaten Deli Serdang, Sumatera Utara 20552;Modern art museum in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Monako Park, Sibiru-biru;4.3;761;Alam;Namo Suro Baru, Namo Tualang, Sibiru-biru, Deli Serdang Regency, North Sumatra 20358;Park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;T.GARDEN Little Bali in Medan;4.2;1019;Alam;Jati Kesuma, Namorambe, Deli Serdang Regency, North Sumatra 20353;Lush gardens, paths & ornate structures;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Bintang Johor Swimming Pool;4.3;672;Alam;Jl. Damai Dusun VII Desa, Tumpatan Nibung, Kec. Batang Kuis, Kabupaten Deli Serdang, Sumatera Utara 20372;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Waterpark Bima Utomo International;4.1;1619;Alam;Jl. Ampera Pasar 6 Batang Jambu Sidodadi, Bintang Meriah, Kec. Batang Kuis, Kabupaten Deli Serdang, Sumatera Utara 20372;Open-air aquatic amusement center with swimming pools, colorful slides & splash features.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Agrowisata Paloh Naga;4.4;331;Alam;Jl. P.Naga, Denai Lama, Kec. Pantai Labu, Kabupaten Deli Serdang, Sumatera Utara 20553;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Museum Daerah Deli Serdang;4.4;261;Sejarah;HV28+WGQ, Petapahan, Lubuk Pakam, Deli Serdang Regency, North Sumatra 20517;Museum in the Lubuk Pakam, North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pemandian Alam Tirta Sayum Sabah;4.4;283;Alam;9J43+893, Bengkurung, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Tourist Attraction;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Lau Lutih Tanjung Raja Waterfall;4.4;253;Alam; 5M3R+CF6, Jl. Besar Gn. Meriah, Lau Lutih, Tanjung Raja, Central Kuta, Sinembah Tanjung Muda Hulu, Deli Serdang Regency, North Sumatra 20583;Tourist Attraction;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Jembatan Lau Luhung, Gunung Meriah.;4.5;179;Alam;5PP2+GG8, Unnamed Rd, Gn. Meriah,, Marjanji Pematang, Kec. Gn. Meriah, Kabupaten Deli Serdang, Sumatera Utara 20582;Bridge;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Kampung Outbound Pancur Batu;4.5;176;Alam;Jl. Dusun, Hutahulu, Kec. Pancur Batu, Kabupaten Deli Serdang, Sumatera Utara 20353;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Budayaland;4.3;351;Alam;GQF5+XPQ, Ujung Serdang, Tanjung Morawa, Deli Serdang Regency, North Sumatra 20362;Playground;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Nature Baths Gantang Rani;4.3;354;Alam;Rumah Sumbul, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Punden Rejo;4.3;304;Alam;Gg. Benteng, Punden Rejo, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pemandian Alam Babar Sari;4.2;508;Alam;Kwala Lau Bicik, Kutalimbaru, Deli Serdang Regency, North Sumatra 20354;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Taman rekreasi dan rumah susu lachio;4.4;203;Alam;gang. tenda biru, Jl. Talun kenas - Patumbak No.1, Patumbak Satu, Kec. Patumbak, Kabupaten Deli Serdang, Sumatera Utara 20361;Tourist Attraction;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Sini Suka Natural Bath Sibiru-biru;4.1;742;Alam;9M68+MGP, Sari Laba Jahe, Sibiru-biru, Deli Serdang Regency, North Sumatra 20358;Scenic river for bathing & relaxing;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Taman Buah Deli Serdang;4.5;118;Alam;GVV9+HPH, Jl. Karya Jasa, Perbarakan, Kec. Pagar Merbau, Kabupaten Deli Serdang, Sumatera Utara 20515;City park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;HOT SPRING LAU SIGEMBURA PENEN;4.7;115;Alam;7JXW+P9, Penungkiren, Sinembah Tanjung Muda Hilir, Deli Serdang Regency, North Sumatra;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Air Terjun Sampuren Putih;4.3;132;Alam;Tourist attraction in North Sumatra; 7J82+W6F, Negri Gugung, Sibolangit, Deli Serdang Regency, North Sumatra 20357;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Goa ergendang;4.5;60;Alam;Unnamed Road, Penungkiren, Kec. Sinembah Tj. Muda Hilir, Kabupaten Deli Serdang, Sumatera Utara 20363;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Rekreasi Lau Penda;4.2;248;Alam; FH44+2M8, Kwala Lau Bicik, Kutalimbaru, Tiang Layar, Kec. Pancur Batu, Kabupaten Deli Serdang, Sumatera Utara 20354;National Reserve;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Kampong Lama;4.7;67;Alam;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Sejahtera;4.3;137;Alam;GG9F+VR6, Silebo Lebo, Kutalimbaru, Deli Serdang Regency, North Sumatra 20354;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Prima Wisata Edukasi Desa Selemak;4.2;223;Alam;Jl. Ustd. H. Abdul Khadir Nuh, Klumpang Kb., Kec. Hamparan Perak, Kabupaten Deli Serdang, Sumatera Utara 20256;National reserve in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Orangutan Haven;4.4;87;Alam;9HXW+VJW, Jl. Letnan Jenderal Jamin Ginting, Bintang Meriah, Kec. Pancur Batu, Kabupaten Deli Serdang, Sumatera Utara 20353;Park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pemandian Kolam Renang Tiga Rasa Bukit Munthe;4.2;180;Alam;7JRM+9PG, Penungkiren, Sinembah Tanjung Muda Hilir, Deli Serdang Regency, North Sumatra 20358;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Sungai Buih;4.2;180;Alam;CPX2+C5W, Aji Baho, Sibiru-biru, Deli Serdang Regency, North Sumatra 20358;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pemandian Alam Kenan;4.5;52;Alam;Situs Gua Kemang, Sembahe, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara;Outdoor bath in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pemandian Alam Mitra;4.3;98;Alam;Jl. Sembahe - Namorambe, Batu Mbelin, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Medan Istana Jambu;4.2;164;Alam;FMH2+QRP, Jl. Pembangunan, Sidirejo, Kec. Namorambe, Kabupaten Deli Serdang, Sumatera Utara 20356;Garden in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Waterfall Pelangi Indah;4.2;112;Alam;6M3R+P6J, Tanjung Timur, Sinembah Tanjung Muda Hulu, Deli Serdang Regency, North Sumatra 20582;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pantai Senyum;4.4;69;Alam; Pasar IV Namu Terasi, Sei Bingai, Langkat Regency, North Sumatra 20354;Public bath in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Dua Rasa;4.5;41;Alam;6JR3+55C, Negri Gugung, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pos Ranger Air Terjun Dua Warna Sibolangit;4.3;39;Alam;7GFP+3MR, Bandar Baru, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Security guard service in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Air Terjun Batu Belah Sibolangit;4.4;50;Alam;7GFP+XM3 Bumi Perkemahan Pramuka, Bandar Baru, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Tugu Juang 45 Rumah Liang STM.Hulu Deli Serdang;4.4;50;Alam;Marjanji Tongah, Gunung Meriah, Deli Serdang Regency, North Sumatra 20582;Museum in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pemandian Alam Loknya;4.2;81;Alam;7H73+96X, Martelu, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Taman Sedulur Dirgantara;4.2;108;Alam;Jln. Pantai Labu desa Durian Dsn 5A, Ps. Enam Kuala Namu, Kec. Pantai Labu, Kabupaten Deli Serdang, Sumatera Utara 20553;Garden in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Percut Waterpark;4.0;1628;Alam;PP6J+HMM, Jalan Kawasan Industri, Paluh Gelombang, Tanjung Rejo, Percut Sei Tuan, Tj. Rejo, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371;Lake with pedal boats & zorbing balls, plus a floating restaurant & arty spots for taking selfies.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Struggle Waterfall;4.5;34;Alam;CGXJ+85F, Unnamed Road, Ps. X, Kec. Kutalimbaru, Kabupaten Deli Serdang, Sumatera Utara 20354;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pantai Remis;4.3;57;Alam;MVJX+6FW, Pantai Labu Pekan, Pantai Labu, Deli Serdang Regency, North Sumatra;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pemandian Alam Sembahe BOLBREM;4.4;27;Alam; Jl. Letnan Jenderal Jamin Ginting, Sembahe, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357;Public bath in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pasar Tradisional Paloh Naga;4.4;31;Alam;JLN Pulau Naga Dusun 4, Denai Lama, Kec. Pantai Labu, Medan, Sumatera Utara 20553;Farmers' market in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Wisata Paloh Naga;5.0;5;Alam; Binjai Bakung, Pantai Labu, Deli Serdang Regency, North Sumatra;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Air Terjun Simempar;5.0;4;Alam;4MF4+QWM, Simempar, Gunung Meriah, Deli Serdang Regency, North Sumatra 20583;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pantai Salju;4.0;462;Alam;Mabar, Bangun Purba, Deli Serdang Regency, North Sumatra 20984;Public bath in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Kolam Renang Greenhill City;4.6;12;Alam; 7HJ5+G53, Sikeben, Sibolangit, Deli Serdang Regency, North Sumatra 20357;Amusement park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Taman Dewi Garden Sibolangit;4.0;366;Alam;Jl. Jamin Ginting No.RT. 02, Bandar Baru, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357;Amusement park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Museum Sejarah Al-Qur'an Sumatera Utara;4.3;6;Sejarah;JP45+HG6, Jl. William Iskandar Ps. V, Kenangan Baru, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371;Museum in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Pantai Alam Serdang;4.0;43;Alam;MVPJ+329, Regemuk, Pantai Labu, Deli Serdang Regency, North Sumatra;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;Danau Linting;4.3;587;Alam;North Sumatra;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Deli Serdang;TAMAN ALAMTA JAYA;4.0;183;Alam;GGFV+VHV, Sei Gelugur, Pancur Batu, Deli Serdang Regency, North Sumatra 20354;Park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Humbang Hasundutan;Sipinsur Park Geosite and Pine Forest;4.6;4476;Alam;Parulohan, Paranginan, Humbang Hasundutan Regency, North Sumatra 22476;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Humbang Hasundutan;Air Terjun Janji;4.5;1103;Alam;Tipang, Bakti Raja, Humbang Hasundutan Regency, North Sumatra 22457;Air Terjun Janji is a waterfall located in Humbang Hasundutan Regency, North Sumatera, Indonesia.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Humbang Hasundutan;Istana Raja Sisingamangaraja;4.6;455;Sejarah;8R47+82P, Simamora, Bakti Raja, Humbang Hasundutan Regency, North Sumatra 22457;Historical landmark in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Humbang Hasundutan;Aek Sipangolu Bakkara;4.4;231;Alam;8RFW+JG6, Simangulampe, Bakti Raja, Humbang Hasundutan Regency, North Sumatra 22457;Historical landmark in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Humbang Hasundutan;Tuan Nagani Paradise;4.3;205;Alam;Jl. Pakkat - Dolok Sanggul No.km 8, Sosor Tambok, Kec. Dolok sanggul, Kabupaten Humbang Hasundutan, Sumatera Utara 22457;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Humbang Hasundutan;SERIBU GOA BANUAREA;4.9;17;Alam;Pakkat, Jalan Pariwisata No.1, Banuarea, Kec. Pakkat, Kabupaten Humbang Hasundutan, Sumatera Utara 22456;National reserve in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Humbang Hasundutan;Simamora Island;5.0;8;Alam;North Sumatera;Pulau Simamora adalah salah satu pulau yang berada di Danau Toba dan merupakan sebuah pulau yang tidak berpenghuni.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Mikie Funland;4.6;6991;Alam;Mikie Funland is a theme park in Brastagi, North Sumatera, Indonesia.;Jl. Jamin Ginting, Sempajaya, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Pariban Hot Spring;4.4;10380;Alam;Desa, Semangat Gunung, Kec. Merdeka, Kabupaten Karo, Sumatera Utara 22153;Tourist attraction;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Air Terjun Sipiso Piso;4.5;2605;Alam;Pengambaten, Merek, Karo Regency, North Sumatra 22173;The Sipiso-piso is a plunge waterfall in the Batak highlands of Sumatra, Indonesia. It is formed by a small underground river of the Karo plateau that falls from a cave in the side of caldera of Lake Toba, some 120 metres down to lake level. Sipiso-piso is a well-known tourist attraction and a nearby vantage point offers views of the falls and lake. Sipiso-piso waterfall is located in the Tanah Karo regency in North Sumatra, at the northernmost tip of the Lake Toba caldera, near the fishing village of Tongging. The closest municipality is the town of Kabanjahe, about 25 km away;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Pasar Buah Berastagi;4.3;12081;Alam;Jl. Gundaling, Tambak Lau Mulgap I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Taman Alam Lumbini;4.4;3545;Alam;Jl. Barusjahe, Dolat Rayat, Kec. Dolat Rayat, Kabupaten Karo, Sumatera Utara 22171;Lumbini Natural Park is a Buddhist temple located at Desa Dolat Rayat, Berastagi in North Sumatra, Indonesia. It was inaugurated with a great ceremony in October 2010. The ceremony was attended by more than 1,300 monks and more than 200 lay people from around the world. Taman Alam Lumbini is a replica of Shwedagon Pagoda in Yangon, Myanmar.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Kebun Efi;4.4;3598;Alam;Jl. Kabanjahe - Siosar KM.13 Siosar, Sukamaju, Kec. Tigapanah, Kabupaten Karo, Sumatera Utara 22171;Scenic campsite with gardens & a cafe;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Monument Historique Berastagi;4.5;2284;Alam;5GV5+VH2, Jl. Listrik Atas, Gundaling I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22153;Monument in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Gundaling Hill Top;4.4;2138;Alam;5GR2+PXV, Jl. Gundaling, Gundaling I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22153;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Gundaling Farmstead Berastagi;4.3;3162;Alam;Jl. Tahura 1 Ds, Jl. Lau Gumba, Kec. Berastagi, Kabupaten Karo, Sumatera Utara;Mozzarella cheese, yoghurt & milkshakes at a dairy farm with cow pens, flower beds & a water garden.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Pangambatan, Merek, Karo Regency, North Sumatra 22173;4.4;1451;Alam;Pangambatan, Merek, Karo Regency, North Sumatra 22173;Park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Puncak 2000 Siosar;4.5;1071;Alam; Nagara, Merek, Karo Regency, North Sumatra 22171;Brightly painted hut-style accommodations & seasonal mountain flowers, plus panoramic views.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Tugu Kol;4.3;1885;Sejarah;5GQ5+HHV, Jl. Veteran-Berastagi, Tambak Lau Mulgap I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152;Historical landmark in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;GaBOk;4.5;755;Alam;Pangambatan, Merek, Karo Regency, North Sumatra 22173;This simple hillside lookout spot offers sweeping views of Lake Toba & the countryside.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;TAHURA (Taman Hutan Raya);4.2;1385;Alam;6G4Q+R35, Dolat Rayat, Dolat Rakyat, Karo Regency, North Sumatra 22152;Park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Lingga Cultural Village;4.5;327;Pendidikan;Lingga, Simpang Empat, Karo Regency, North Sumatra 22153;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Replika Pagoda Shwedagon;4.4;410;Pendidikan; 5GWR+C8P, Taman Lumbini, Desa Tongkoh, Berastagi, Dolat Rayat, Kec. Dolat Rayat, Kabupaten Karo, Sumatera Utara 22171;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Museum Pahlawan Nasional Jamin Gintings;4.6;289;Sejarah;3G6C+964, Suka, Tigapanah, Karo Regency, North Sumatra 22171;Museum in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Mejuah Juah Park Berastagi;4.3;672;Alam;5GW4+QWQ, Gundaling I, Berastagi, Karo Regency, North Sumatra 22153;Park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Danau Lau Kawar;4.3;515;Alam;59XJ+F5J, Kuta Gugung, Naman Teran, Karo Regency, North Sumatra 22153;Forest-fringed lake popular for fishing & camping, with hiking trails on nearby Mount Sinabung.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Pagoda Taman Wisata Alam Lumbini;4.5;273;Religi;5GWR+P85, Dolat Rayat, Dolat Rakyat, Karo Regency, North Sumatra 22171;Buddhist temple in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Taman Bunga Sapo Juma;4.4;258;Alam;WG69+M82, Tongging, Merek, Karo Regency, North Sumatra 22173;Garden in North Sumatra;;;;;;;;;;;;;;;
